Wydarzenie;Naglowek
WYPADEK;Wsiadł za kierownicę pomimo 9 aktywnych zakazów prowadzenia pojazdów
WYPADEK;Kierowca z dożywotnim zakazem prowadzenia pojazdów usłyszał wyrok w trybie przyspieszonym
WYPADEK;#STOP Agresji Drogowej! Ta brawurowa jazda mogła skończyć się źle!
WYPADEK;Nietrzeźwy pędził 182 km/h krajową „siódemką”
WYPADEK;Policjant w czasie wolnym od służby zatrzymał nietrzeźwego kierującego
WYPADEK;Potrącił nastolatka i odjechał. Policjanci ustalili kierującego, który stanie przed sądem
WYPADEK;Zdecydowana reakcja policjanta po służbie - nietrzeźwy kierowca zatrzymany, zanim doszło do tragedii
WYPADEK;Tragiczne wypadki i wzmożone kontrole - policjanci apelują o ostrożność na drogach
POLITYKA;Nowy sondaż: KO nadal na czele. PiS nie ma większości bez dwóch Konfederacji
POLITYKA;Karol Nawrocki zaproszony przez Donalda Trumpa do Rady Pokoju
POLITYKA;Jak dyscyplinuje Grzegorz Braun. Partii nie można krytykować nawet po odejściu
POLITYKA;Pojedynek na listy w Polsce 2050. Co proponują kandydatki?
POLITYKA;Michał Kolanko: Czy konflikty w Polsce 2050 doprowadzą do powstania Czwartej Drogi?
POLITYKA;Jacek Sasin o Grenlandii: Nie egzaltować się, że jakiś mały kraj ma problemy
POLITYKA;Reforma PIP nadal w grze. Co zmieniło się po burzy z przełomu roku?
POLITYKA;Prof. Leszek Balcerowicz: Zamiast happy endu będzie zderzenie ze ścianą
POLITYKA;Sondaż: To prezydenckie weto ma więcej zwolenników niż przeciwników
POLITYKA;Sondaż: Co czwarty Polak chce Konfederacji Korony Polskiej w przyszłym Sejmie
POLITYKA;Nieoficjalnie: Szymon Hołownia chce powtórki całych wyborów na przewodniczącego Polski 2050
POLITYKA;Sondaż. Koalicja Obywatelska przed Prawem i Sprawiedliwością, Konfederacja ucieka Konfederacji
POLITYKA;Dezintegracja centrum problemem dla Tuska, Ziobro nieustającym zmartwieniem PiS
POLITYKA;Ruch Włodzimierza Czarzastego. Chce odebrać Zbigniewowi Ziobrze diety
POLITYKA;Kancelaria Sejmu zadbała o to, by posłom siedziało się wygodniej. Będzie oparcie na nogi
POLITYKA;Pierwsze pół roku prezydentury Karola Nawrockiego. Jak Polacy ocenili jego pracę?
POLITYKA;Europoseł KO: Trzymamy kciuki za opozycję na Węgrzech
POLITYKA;Ziobro trzyma partię Kaczyńskiego w szachu. PiS nie może odciąć się od wiceprezesa
POLITYKA;Więcej kontrowersji wokół wizyty Nawrockiego na Jasnej Górze. Neofaszystowska symbolika
POLITYKA;Sondaż: Wiemy, jak Polacy oceniają prośbę Zbigniewa Ziobry o azyl na Węgrzech
POLITYKA;Kto jest liderem prawicy? Jarosław Kaczyński dzieli pierwsze miejsce
POLITYKA;Donald Tusk: Operacja militarna USA na Grenlandii? Nie można niczego wykluczyć
POLITYKA;Donald Tusk odpowiedział Donaldowi Trumpowi. „Wszyscy doskonale o tym wiedzą”
POLITYKA;Mateusz Morawiecki: Sprawie Zbigniewa Ziobry poświęca się za dużo miejsca
POLITYKA;Tomasz Siemoniak: Chcemy rozmawiać z prezydentem. Nie czuję z jego strony złej woli
POLITYKA;Tomasz Siemoniak o fali cyberataków na polskie instytucje: odwieczny pojedynek tarczy i miecza
POLITYKA;Jarosław Kaczyński szuka kandydata na premiera. Chce rozegrać Konfederację?
POLITYKA;Zbigniew Ziobro na Węgrzech. Używa ChatGPT, by wyjaśnić, dlaczego nie wraca
POLITYKA;Fogiel o azylu Ziobry: Żurek fantazjuje o przywożeniu kogoś w bagażniku
POLITYKA;Polska 2050 zwróci się do ABW. „Zewnętrzna próba ingerencji”
POLITYKA;Karol Nawrocki ujawnił, o czym rozmawiał z Keirem Starmerem. „Bardzo dobre spotkanie”
POLITYKA;Gwiezdne wojny Sławomira Mentzena. Dlaczego nazywa partie, kierując się tytułami filmowej sagi?
POLITYKA;Głosowanie w drugiej turze na przewodniczącą Polski 2050 unieważnione
POLITYKA;PiS chce zbudować nowy port morski. Padła nazwa
POLITYKA;Wstrząs w Polsce 2050. Czy Szymon Hołownia wróci jednak do gry?
POLITYKA;Sondaż: Jak powinna zmienić się Unia Europejska? Poznaliśmy zdanie Polaków
POLITYKA;Pomysły na bezpieczeństwo lekowe Polski. „Możemy zacząć prace”
POLITYKA;Marcin Mastalerek: Ci, którzy śmieją się ze Zbigniewa Ziobry, też będą prosić o azyl
POLITYKA;Emocjonalny list Szymona Hołowni do członków Polski 2050. „Obudziły się w nas demony”
POLITYKA;Co z polityką migracyjną? Polacy odpowiedzieli, czy chcą zaostrzenia
POLITYKA;Dlaczego Zbigniew Ziobro tak długo ukrywał, że dostał azyl? Chodzi o posiedzenie aresztowe
POLITYKA;Morawiecki: Ziobro z azylem na Węgrzech? Nie jestem zaskoczony
POLITYKA;Sondaż: Polacy zmęczeni sporem na linii prezydent–premier. Mówią jednym głosem
POLITYKA;Jerzy Surdykowski: Weto prezydenta do DSA. Czy nie lepiej przecie pisać to w klozecie?
POLITYKA;Były wiceminister z PiS szokuje: „Polska finansuje terroryzm”
POLITYKA;Polska 2050 wybiera przewodniczącego. Ryszard Petru ujawnił wyniki
POLITYKA;Donald Tusk odpowiada na deklarację Jarosława Kaczyńskiego. „Bez Brauna? Nie ma szans”
POLITYKA;Czy Donald Trump weźmie Grenlandię siłą? Były wiceszef MSZ ma wątpliwości
POLITYKA;Jarosław Kaczyński odcina się od Grzegorza Brauna. „Przekroczył granice nieprzekraczalne”
POLITYKA;Jacek Nizinkiewicz: Zgody Karola Nawrockiego z Donaldem Tuskiem nie ma. Ale jedna osoba może ich pogodzić
POLITYKA;„Żywność z Ameryki Płd. nie odpowiada standardom”. Kaczyński reaguje na umowę UE–Mercosur
POLITYKA;Tusk ws. PIP zaryzykował wojnę klasową, Kaczyński chce restartu w PiS
POLITYKA;Bogusław Chrabota: Zwolennicy umowy z Mercosurem wygrali. Komu należy pogratulować?
POLITYKA;Premier Donald Tusk o umowie z Mercosur: Ktoś nie dowiózł
POLITYKA;Donald Tusk po spotkaniu z Karolem Nawrockim: W tych sprawach jesteśmy tego samego zdania
POLITYKA;Po spotkaniu Donalda Tuska z Karolem Nawrockim. Czego dotyczyła rozmowa?
POLITYKA;Aleksandra Pilarczyk: To nie rolnicy powinni protestować przeciw umowie z Mercosurem, ale europejscy konsumenci
POLITYKA;Sprawa zdjęć opublikowanych przez ministra Dariusza Klimczaka. Jest stanowisko ABW
POLITYKA;Gen. Mirosław Różański: to nie Polska byłaby „głównym daniem” Putina
POLITYKA;Były polityk PO: Grzegorz Braun to dla Donalda Tuska idealny straszak
POLITYKA;Kto zostanie nowym szefem Polski 2050? Stawka większa niż kierowanie partią
POLITYKA;Nie udało się ze Ślązakami, uda z Grekami? Państwo może uznać kolejną mniejszość narodową
POLITYKA;Czego będzie dotyczyć delikatne spotkanie w cztery oczy Donalda Tuska z Karolem Nawrockim
POLITYKA;„Rzecz w tym”: Donald Tusk wściekły na własną reformę. Kto wysadził PIP w powietrze?
POLITYKA;Nowy sondaż partyjny. KO wygrywa, ale traci większość w Sejmie
POLITYKA;Barbara Nowacka: Otoczenie prezydenta go kompromituje. Na końcu to jego podpis się pojawia
POLITYKA;Kulisy klubu PiS. Jarosław Kaczyński odcina się od współpracy z Grzegorzem Braunem
POLITYKA;Wiceminister: Potrzebny podpis prezydenta, by Polska miała start do platform cyfrowych
POLITYKA;Prezes PiS: Muszą wrócić do władzy ci, którzy już się sprawdzili
POLITYKA;Sondaż: Czy Polacy wierzą w możliwość współpracy Nawrockiego z Tuskiem?
POLITYKA;Marcin Przydacz mówi o spotkaniu Donalda Tuska z Karolem Nawrockim. Wskazał datę
POLITYKA;Kłopoty Brauna na TikToku. Platforma usuwa treści europosła
POLITYKA;Nowy sondaż: Na kogo głosowaliby Polacy? W kropce i Donald Tusk, i Jarosław Kaczyński
POLITYKA;Szczyt „koalicji chętnych” w Paryżu. Donald Tusk: Za wcześnie na optymistyczne komunikaty
POLITYKA;Powstaną nowe partie, które zagrożą Konfederacji i wypełnią pustkę po partii Szymona Hołowni
POLITYKA;Przemysław Czarnek: Porównania Trumpa z Putinem? Kłamstwo z pobudek demonicznych
POLITYKA;„Tu są warianty wojenne, nie ma części wspólnych”. Grzegorz Schetyna o relacjach rządu z prezydentem
POLITYKA;Czy Morawiecki odejdzie z PiS? Jarosław Kaczyński ma problem z byłym premierem
POLITYKA;Bosak o zatrzymaniu Maduro: Iluzje liberalnych instytucji nie rządzą
POLITYKA;Sondaż: Czy Polacy uważają Niemcy za zagrożenie dla Polski?
POLITYKA;„Mocne uderzenie”. Starcie polskich polityków w komentarzach dotyczących uderzenia USA w Wenezueli
POLITYKA;Sondaż: Polityczny zwycięzca 2025 roku w Polsce? Karol Nawrocki z ogromną przewagą
POLITYKA;Co wywołało awanturę o reformę PIP? Znamy kulisy wydarzeń na obradach rządu
POLITYKA;Sześć pytań o 2026 rok w polskiej polityce. Od pokoju na Ukrainie do polexitu
POLITYKA;Pierwszy sondaż w nowym roku: Co trzeci Polak głosuje na KO
POLITYKA;Bogusław Chrabota: Pojedynek na noworoczne orędzia. Polska między Karolem Nawrockim i Donaldem Tuskiem
POLITYKA;Minister o ataku zimy: Nie zawsze da się szybko eliminować skutki żywiołu
POLITYKA;Orędzie noworoczne premiera. Donald Tusk mówi o „roku przełomu”
POLITYKA;Najważniejsze wydarzenia w polskiej polityce 2026 r. Co nas czeka w nowym roku?
POLITYKA;Noworoczne orędzie Karola Nawrockiego. „Potrzebna jest zmiana
POLITYKA;Kto wygra „wojnę o pokój”? Donald Tusk i Karol Nawrocki szykują nowy pojedynek w 2026 r.
POLITYKA;Epicka rekonstrukcja rządu, maślarze i udany żart Tuska. Polityczny alfabet 2025 roku
POLITYKA;Rok 2025 w obiektywie. Te obrazy zapadną nam w pamięć
POLITYKA;Karol Nawrocki zawetuje ustawę o statusie osoby najbliższej? Szef jego gabinetu wyjaśnia
POLITYKA;Przeanalizowaliśmy, czym zajmował się Sejm w 2025 r. Debata pod dyktando algorytmów
POLITYKA;Wzrosła waga ochrony zdrowia. To dziś element bezpieczeństwa państwa
POLITYKA;Sondaż: Polacy ocenili polityków. Kto zebrał najgorsze oceny?
POLITYKA;Donald Tusk o rozmowach pokojowych: Wojna może się szybko zakończyć
POLITYKA;Michał Płociński: Polityczne sterowanie kulturą. To ma być ta liberalna normalność?
POLITYKA;Estera Flieger: Polska może uprawiać lepszą politykę historyczną niż Niemcy
POLITYKA;Kosiniak-Kamysz i Siemoniak wnioskują o spotkanie z prezydentem. Próba zakończenia konfliktu?
POLITYKA;Kontrowersyjna decyzja minister kultury, w środowisku muzealników wrze
POLITYKA;Największy wygrany i przegrany 2025 roku. Dr Oczkoś wskazuje nazwiska
POLITYKA;Władysław Kosiniak-Kamysz: Bez Polski nie ma misji stabilizacyjnej na Ukrainie
POLITYKA;Bronisław Komorowski: Szykuje się przyznanie Putinowi sukcesu w wojnie na Ukrainie
POLITYKA;Jak partie chcą ratować system ochrony zdrowia w Polsce
POLITYKA;Pięciu przegranych i pięciu wygranych w polskiej polityce. Subiektywny ranking roku Jacka Nizinkiewicza
POLITYKA;Sondaż: Czy Zbigniew Ziobro powinien wrócić do Polski? Znamy zdanie Polaków
POLITYKA;Czy samolot spadł po wybuchu gaśnicy? Bliscy polskich ofiar nadal walczą o prawdę
POLITYKA;Kto dziś „zawładnął wyobraźnią Polaków”? Szef IBRiS wskazuje
POLITYKA;Sondaż: Z którym politykiem Polacy najchętniej spędziliby święta?
POLITYKA;Karol Nawrocki i Radosław Sikorski – naturalni rywale w walce o prezydenturę
POLITYKA;Nowy sondaż. Złe wieści dla koalicji rządzącej, partia Grzegorza Brauna czwartą siłą
POLITYKA;Eksperci od dezinformacji oceniają wpisy Tuska o cenach benzyny. „Manipulacja”
POLITYKA;Sikorski pisze o Grenlandii. To reakcja na decyzję Donalda Trumpa
POLITYKA;Premier pokazuje zdjęcie z benzyną za 5,18 zł. Rzecznik: Ja tankowałem za 5,24 zł
POLITYKA;Grzegorz Braun rośnie w siłę. Czy dwie Konfederację będą w stanie rządzić samodzielnie?
POLITYKA;Sondaż: Decyzja o przeniesieniu okrągłego stołu nie polaryzuje Polaków
POLITYKA;„Dla niego władza jest celem”, mówi o Donaldzie Tusku Kamil Dziubka, autor książki Kierownik
POLITYKA;Sondaż: Jak Polacy oceniają możliwość powstania rządu PiS i partii Grzegorza Brauna?
POLITYKA;„Dwie wizje” w PiS. Michał Dworczyk potwierdza, że w PiS „toczy się dyskusja”
POLITYKA;Kto byłby najlepszym prezesem PiS? Ankietowani nie wskazali Jarosława Kaczyńskiego
POLITYKA;Marta Nawrocka wchodzi do gry. Żona prezydenta będzie jak Jolanta Kwaśniewska?
POLITYKA;Wigilia w bańkach. Czy podział pokoleniowy rozbije świąteczny stół?
POLITYKA;Polski orzeł po nowemu. Ruszyły prace nad zmianami w symbolach państwowych
POLITYKA;Nowy rok, nowy konkurs. Ale czy nowy prezes IPN?
POLITYKA;Sondaż poparcia partii politycznych. Lider się umacnia. Przepychanka Konfederacji
POLITYKA;Fundacja Grzegorza Brauna nie będzie mogła się starać o 1,5 proc. podatku
POLITYKA;Nowy sondaż: Kto chce Polexitu? Wyborcy PiS przed Konfederacją
POLITYKA;Sondaż: Czy partia Grzegorza Brauna powinna zostać zdelegalizowana?
POLITYKA;Nawrocki ocenił, że w relacji z Ukraińcami nie czujemy się jak partnerzy. Co na to Polacy?
POLITYKA;Kto był największym wygranym i przegranym 2025 roku. Polacy wskazali w sondażu
POLITYKA;Sondaż: Polacy wskazali lidera polskiej prawicy. Kaczyński przegrywa z Nawrockim
POLITYKA;Tusk do Zełenskiego: Jesteś bohaterem nie tylko w Ukrainie, ale także w Polsce
POLITYKA;Wzrosło ryzyko rozłamu w PiS, Nawrocki gra na polaryzację, CBOS psuje nastroje KPRM
POLITYKA;Patryk Jaki krytykuje pomysł ludzi Morawieckiego. „Absurd, nie zgadza się z matematyką”
POLITYKA;Wołodymyr Zełenski w Polsce. Karol Nawrocki: Dobra informacja dla Warszawy, zła – dla Moskwy
POLITYKA;Kolejne miliardy z UE dla Ukrainy. Donald Tusk: Polska nie będzie dopłacała do tego przedsięwzięcia
POLITYKA;Setki tysięcy złotych z PiS dla mediów Tomasza Sakiewicza
POLITYKA;Kowal: Rosja dąży do wyprodukowania żelaznego człowieka, by prowadzić przyszłą wojnę
POLITYKA;Sondaż: Rośnie niezadowolenie z rządu Donalda Tuska
POLITYKA;Okrągły Stół znika z Pałacu Prezydenckiego. Nawrocki: Dziś skończył się w Polsce postkomunizm
POLITYKA;Estera Flieger: Komu podziękować za transformację
POLITYKA;Prof. Andrzej Nowak: Jeśli PiS wygra w 2027 roku, to będzie moment na zmianę pokoleniową
POLITYKA;Ustawa łańcuchowa. Sejm podjął decyzję w sprawie prezydenckiego weta. Jak głosowali posłowie?
POLITYKA;O co i z kim walczy Adam Glapiński? Znamy kulisy konfliktu w NBP
POLITYKA;Nowy ranking zaufania: Karol Nawrocki na czele, Jarosław Kaczyński jak Grzegorz Braun
POLITYKA;Czy Wołodymyr Zełenski wystąpi w Sejmie? Włodzimierz Czarzasty o ustaleniach
POLITYKA;Tomasz Trela: Najgorzej byłoby ustępować Karolowi Nawrockiemu
POLITYKA;Czarnek: Partie na prawo od PiS mają 20 proc. poparcia, potrzebujemy nowego programu
POLITYKA;Prace ekshumacyjne na Ukrainie. Ministra kultury: Nie ma żadnych blokad
POLITYKA;Zuzanna Dąbrowska: Krzysztof Bosak przestrzega, Robert Bąkiewicz uprzejmie donosi
POLITYKA;Jaka ma być Polska 2050? Walka o przywództwo, kierunek i miejsce w koalicji
POLITYKA;Prof. Dudek zwrócił się do Tuska. „Jak się nie da, to powinien pan się podać do dymisji”
POLITYKA;Będą zmiany dotyczące bezpłatnych leków dla seniorów i dzieci. Resort mówi o „racjonalizacji”
POLITYKA;Była kandydatka na prezydenta chce do Sejmu. Sąd zarejestrował partię Joanny Senyszyn
POLITYKA;Szczyt Wschodniej Flanki. Przyjęta deklaracja wskazuje Rosję jako największe zagrożenie
POLITYKA;Konflikt w PiS. Politycy partii reagują na atak Jacka Kurskiego
POLITYKA;Tomasz Trela: Włodzimierzowi Czarzastemu należy się szacunek od Adriana Zandberga
POLITYKA;Rekordowe nakłady na ochronę zdrowia to wciąż za mało? Eksperci o ustawie budżetowej
POLITYKA;Czarzasty przewodniczącym Nowej Lewicy. Zandberg: Wybrali przeszłość
POLITYKA;Sondaż: Sikorski premierem zamiast Tuska? Znamy zdanie Polaków
POLITYKA;Nawrocki: Tusk przestał być szanowanym graczem, dziś szkodzi bardziej niż Braun
POLITYKA;Nowa Lewica wybrała nowe władze. Włodzimierz Czarzasty wygrał głosowanie
POLITYKA;Prezydent Zełenski przyleci do Polski. Potwierdził datę wizyty
POLITYKA;Spór Tusk–Nawrocki paraliżuje państwo? Polacy wydali jednoznaczny werdykt
POLITYKA;Sondaż: Jak Polacy oceniają korzystanie z prawa weta przez Karola Nawrockiego?
POLITYKA;Architektura władzy Donalda Tuska. Jak premier zbudował nowy system rządzenia państwem?
POLITYKA;Jarosław Kaczyński: PiS przygotował projekt zmian w ochronie zdrowia
POLITYKA;Rzecznik rządu: PiS z Konfederacją i Braunem u władzy to najgorszy scenariusz dla Polski
POLITYKA;Co musi poprawić Donald Tusk? O to zapytano wyborców różnych partii
POLITYKA;Święta u polityków. Pałac bez Chanuki, Sejm bez szopki
POLITYKA;Strategia USA kolejnym tematem, który dzieli PiS. Na dwulecie rządu – dobre nastroje w KO
POLITYKA;Kaczyński został zapytany o spory w PiS. „To pytanie do pana Morawieckiego”
POLITYKA;Potrzebne nowe źródła finansowania ochrony zdrowia. Będzie reforma w KRUS?
POLITYKA;Nowy sondaż: KO na czele, sześć partii w Sejmie
POLITYKA;Będzie reforma systemu ochrony zdrowia? Znamy propozycje PSL
POLITYKA;Jacek Nizinkiewicz: Pięć zagrożeń i pięć szans dla koalicji Donalda Tuska po dwóch latach rządów
POLITYKA;Sondaż: Jak wyborcy po dwóch latach oceniają Donalda Tuska w roli premiera?
POLITYKA;Prezes OTOZ Animals: To błąd Jarosława Kaczyńskiego, jego wyborcy przecież też lubią psy
POLITYKA;Jacek Nizinkiewicz: Decyzja Włodzimierza Czarzastego cieszy Tuska, Kwaśniewskiego i... partię Razem
POLITYKA;„Rzecz w tym”: Jakie podziały naprawdę rządzą polską polityką?
POLITYKA;Włodzimierz Czarzasty zdecydował, który wicemarszałek Sejmu jest najważniejszy
POLITYKA;Nowy sondaż: Najwięcej zyskuje PiS, katastrofa PSL i Polski 2050
POLITYKA;Polska 2050 wybierze nowego przewodniczącego. Zawalczy siedmiu kandydatów
POLITYKA;Włodzimierz Czarzasty wystartuje w wyborach na przewodniczącego Nowej Lewicy
POLITYKA;Karol Nawrocki: Europa pogrążona w chaosie. Trump mówi to, czego Zachód nie chciał słyszeć
POLITYKA;Ryszard Petru pytany o zmianę premiera: Gdyby notowania spadały jest potrzeba zmiany
POLITYKA;Dwa lata rządów Donalda Tuska. Polacy mówią, jak im się żyje i czego oczekują
POLITYKA;Lewica idzie na całość i składa radykalną reformę systemu ochrony zdrowia
POLITYKA;Demonstranci zagłuszali Jarosława Kaczyńskiego przed pomnikiem smoleńskim. Nazwał ich zbrodniarzami
POLITYKA;Spotkanie Karola Nawrockiego z Wołodymyrem Zełenskim. Kancelaria Prezydenta wskazała miejsce
POLITYKA;Polskie myśliwce MiG-29 dla Ukrainy. Kosiniak-Kamysz: „Chcemy to sfinalizować jak najszybciej”
POLITYKA;Liberum veto w KPO: jedni nie mają nic, inni dostali 1,4 mln zł za 7 wniosków
POLITYKA;Bogusław Chrabota: Nawrocki przegra z łańcuchem?
POLITYKA;Jacek Czaputowicz: Nieoczekiwany sojusz prezydenta Nawrockiego i Konferencji Ambasadorów RP
POLITYKA;Sondaż. Tylko cztery partie w Sejmie. Ugrupowanie Grzegorza Brauna mocno w górę
POLITYKA;Szymon Hołownia podjął decyzję w kwestii wyborów na szefa Polski 2050
POLITYKA;Zuzanna Dąbrowska: Jarosław Kaczyński chce przyszponcić z młodzieżą
POLITYKA;Jarosław Kaczyński traci posłuch w PiS. Podzielonej partii przybywa problemów
POLITYKA;Donald Tusk: Rząd przyjmie ponownie projekt ustawy o kryptowalutach
POLITYKA;Dlaczego NIK sfinansował delegację Jakuba Banasia na Białoruś?
POLITYKA;Karol Nawrocki zawetował tzw. ustawę łańcuchową. Wiemy, jak oceniają to Polacy
POLITYKA;Nowy sondaż partyjny: Zmiany w nastrojach. Na kogo swój głos oddaliby Polacy?
POLITYKA;Europoseł Polski 2050: Niewytłumaczalne, że Polski nie ma przy rozmowach pokojowych
POLITYKA;Jacek Gawryszewski: Afera podsłuchowa była możliwa z powodu ego polityków
POLITYKA;Reforma PIP: Gra o miliardy z KPO, decydującą rolę odegra PiS?
POLITYKA;PiS chce przekonać młodzież. Partia Kaczyńskiego odwołuje się do pomysłu Charliego Kirka
POLITYKA;Kaczyński mówi, że PiS będzie chciał przekonywać do siebie głosujących na Brauna
POLITYKA;Jacek Sasin: Donald Tusk wpędza nas w izolację, jesteśmy w potężnej opresji
POLITYKA;Czy Karol Nawrocki zawetuje rekordową liczbę ustaw? Historia prezydenckich wet w III RP
POLITYKA;Nowy sondaż: KO wyraźnie przed PiS. Jakiej koalicji Polacy nie chcą?
POLITYKA;Kolejna przepychanka słowna Sikorski-Musk? „Leć na Marsa”
POLITYKA;22 mln wyświetleń. Tusk bije rekordy w serwisie X
POLITYKA;Ćwiek-Świdecka: Lepsza łata niż reforma. Kto odważy się naprawić polską ochronę zdrowia?
POLITYKA;Karol Nawrocki w rocznicę powstania Radia Maryja: Głosiciel prawdy, jedności i wierności
POLITYKA;Dokumenty Aleksandra Kwaśniewskiego trafiły do archiwum. Gdzie będzie można je zobaczyć?
POLITYKA;Donald Tusk: Tak długo, jak KO będzie u władzy, Polska będzie bezpieczna
POLITYKA;Sejm nie odrzucił weta Nawrockiego. Tusk: To bardzo dziwnie wygląda
POLITYKA;Zdrowie już wybuchło rządowi w rękach, co z 2027? Nawrocki kontra psy na łańcuchach
POLITYKA;Żurek zdradził szczegóły z tajnej części posiedzenia Sejmu? „To przestępstwo”
POLITYKA;Sejm nie odrzucił weta prezydenta Karola Nawrockiego. Kto jak głosował?
POLITYKA;Oświadczenie Zbigniewa Ziobry: zdecydowałem się oprzeć bezprawiu
POLITYKA;Zbigniew Ziobro opuścił Węgry. Radosław Sikorski: sam sobie gra na nosie
POLITYKA;Minister zdrowia: Składka zdrowotna już nie wystarcza na finansowanie ochrony zdrowia
POLITYKA;Estera Flieger: Gambit Donalda Tuska w Berlinie
POLITYKA;Szara eminencja Sejmu. Kim jest myśliwy, któremu ufają wszyscy marszałkowie?
POLITYKA;Najnowszy sondaż partyjny. Poparcie tracą i KO i PiS, zyskuje Konfederacja
POLITYKA;Premier Donald Tusk chce utajnić posiedzenie Sejmu. Zwrócił się do marszałka Czarzastego
POLITYKA;Dr Bonikowska: Odkąd Trump jest prezydentem, Rosja uwierzyła, że może wygrać wojnę
POLITYKA;Wiceminister finansów w rządzie PiS usłyszał zarzuty. Miał przyjąć ponad 1,5 mln zł łapówek
POLITYKA;Krzysztof Bosak: Głosowali za ustawą, a teraz popierają weto? Nie czytają ustaw lub nie mają poglądów
POLITYKA;Polska chce dołączyć do G20. Marco Rubio zapowiedział zaproszenie od USA
POLITYKA;Rząd zablokował aukcję artefaktów związanych z Holokaustem. Podobne można kupić na Allegro
POLITYKA;Komisja Etyki Poselskiej podjęła decyzję ws. Kaczyńskiego. Prezes PiS z kolejną naganą
POLITYKA;Waldemar Żurek: Grzegorz Braun jest jak osiedlowy bandzior. Nie uniknie odpowiedzialności
POLITYKA;„Rzecz w tym”: Tusk kontra Berlin. Jak Polacy wyemancypowali się z wpływu Niemiec
POLITYKA;Ministerstwo Zdrowia bez wsparcia koalicjantów. Czy jego szefowa pożegna się z resortem?
POLITYKA;Zuzanna Dąbrowska: Norki wygrały z psami
POLITYKA;Sławomir Mentzen: Jarosław Kaczyński wywołał wojnę, na której zyskał Grzegorz Braun
POLITYKA;Ustawa łańcuchowa. Sejm spróbuje odrzucić weto prezydenta
POLITYKA;Grzegorz Schetyna: Amerykanie nie chcą rozmawiać z prezydentem Karolem Nawrockim
POLITYKA;Lewica chce likwidacji składki zdrowotnej. Proponuje nowy podatek
POLITYKA;Zadośćuczynienie dla polskich ofiar wojny. Co proponowały Niemcy?
POLITYKA;Karol Nawrocki zawetował ustawę, za którą głosował Jarosław Kaczyński
POLITYKA;Marcin Przydacz o zadośćuczynieniach od Niemiec: Donald Tusk chce przyjmować na siebie odpowiedzialność
POLITYKA;Donald Tusk zapowiada ponowne przyjęcie ustawy o rynku kryptowalut. „Szansa dla prezydenta”
POLITYKA;Adrian Zandberg: Weta Karola Nawrockiego są z ducha balcerowiczowskie
POLITYKA;Rząd będzie miał swój szczyt medyczny. Jest odpowiedź na ruch Karola Nawrockiego
POLITYKA;Czarzasty: Nie lepiej powiedzieć prezydentowi „nie dawaj ustaw, z których się śmieją?”
POLITYKA;Kolejny dobry sondaż dla Karola Nawrockiego. Spora jest grupa niezdecydowanych
POLITYKA;PiS rozrywany najgłębszymi konfliktami od lat. Ale słowo na „R” jeszcze nie pada
POLITYKA;Reparacje. Kaczyński oburzony deklaracją Tuska. „Aż nie chce się wierzyć!”
POLITYKA;Michał Szułdrzyński: Orbán, Putin i Konfederacja. Dlaczego decyzja prezydenta Nawrockiego była słuszna
POLITYKA;Dymisja w rządzie. Odchodzi wiceszef MSWiA
POLITYKA;Niebezpieczne związki Mariana Banasia. Wystąpił w kanale oskarżonego o szpiegostwo
POLITYKA;Waldemar Żurek o Zbigniewie Ziobrze: Jest w pułapce i robi dobrą minę do złej gry
POLITYKA;Rafał Trzaskowski dał podwyżki swoim pracownikom. Ile można zarobić w urzędzie?
POLITYKA;Zbadano podejście do Tuska i Nawrockiego. Komu bardziej ufają Polacy?
POLITYKA;Marta Cienkowska, minister kultury: Mamy przełom w relacjach z Niemcami
POLITYKA;Bogusław Chrabota: Mateusz Morawiecki już poza PiS?
POLITYKA;Nawrocki jednak nie spotka się z Orbánem w Budapeszcie. Podano powód
POLITYKA;Brak asertywności wobec Niemiec będzie zwycięstwem prawicy
POLITYKA;Sondaż: Nawrocki czy Trzaskowski? Wiemy, na kogo teraz postawiliby Polacy
POLITYKA;Sondaż. Druga kadencja Karola Nawrockiego? Stała linia podziału wśród Polaków
POLITYKA;Partia Razem rusza w Polskę. Jaki ma plan na gospodarkę?
POLITYKA;Jesienne przebudzenie Donalda Tuska. Dlaczego KO deklasuje PiS w sondażach?
POLITYKA;Patryk Jaki: trudno mi sobie wyobrazić politykę zagraniczną w rządzie z Konfederacjami. Obiema
POLITYKA;Sondaż: Spada zaufanie do prezydenta Karola Nawrockiego
POLITYKA;Powrót SLD. Działacze z okresu świetności Sojuszu wracają do władzy
POLITYKA;Radosław Sikorski: Prezydent nie jest upoważniony do mówienia w imieniu całej Polski
POLITYKA;Sondaż. Koalicja Obywatelska na prowadzeniu, ale rządzić by mogła koalicja opozycji
POLITYKA;Michał Szułdrzyński: Jak Jarosław Kaczyński Grzegorza Brauna wyhodował
POLITYKA;Senatorowie nie będą musieli przepraszać. Nie będzie rewolucji w regulaminie izby
POLITYKA;Ambasador Ukrainy: Nie wolno rosyjskich zbrodniarzy puszczać ponownie w cywilizowany świat
POLITYKA;Nowy sondaż: KO na czele, najszybciej rośnie poparcie dla partii Grzegorza Brauna
POLITYKA;Odmowa prezydenta Karola Nawrockiego. Nie przyznał orderów i odznaczeń w służbach specjalnych
POLITYKA;PiS chce bić się z Konfederacją o młodych
